firm_id,year,roe,sales_growth,dead,lempm,lcapital,lsales,management,zmanagement,zoperations,zmonitoring,ztargets,zincentives,ztalenthp,zlean1,zlean2,zlean3,zperf1,zperf2,zperf3,zperf4,zperf5,zperf6,zperf7,zperf8,zperf9,zperf10,ztalent1,ztalent2,ztalent3,ztalent4,ztalent5,ztalent6,ztalent7,mba,mbamiss,degree,industry_degree,degree_miss,owntype,founder,founderceo,country,ccfrance,ccgermany,ccuk,ccus,hourst,hourstmiss,oecdind,sic2,sic3,competition,competitionmiss,lerner,firmage,public,logwages,lpaymanagers
1,1996,NA,0.05812304466962814,0,5.371799945831299,7.900636672973633,9.649175643920898,3.1111111640930176,-0.09772374480962753,-0.5803765058517456,-0.3169957995414734,0.47503116726875305,0.05764050409197807,-0.06701982021331787,-0.9430699348449707,-0.330148845911026,-0.35331642627716064,-1.0393133163452148,-0.46297726035118103,-0.45198318362236023,-0.4016507863998413,-0.4334923028945923,0.7334886789321899,1.6083486080169678,0.697081446647644,-1.1387940645217896,0.16512459516525269,0.2491741180419922,0.16823610663414001,-0.7261465787887573,0.5921069383621216,-0.3372214734554291,0.8029830455780029,-0.3425371050834656,0.10000000149011612,0,85,64.32173156738281,0,founder,1,0,us,0,0,0,1,41,0,........Pharmaceuticals,28,283,3,0,1.1866676807403564,26,1,NA,5.487627029418945
2,1995,21.977779388427734,0.14573584496974945,0,4.794136047363281,7.146772384643555,8.616313934326172,3.5,0.2633419632911682,0.4411675035953522,0.24446599185466766,0.03876395523548126,0.21384669840335846,-0.06701982021331787,0.8053097724914551,0.5444589257240295,-0.35331642627716064,0.6811984181404114,-0.46297726035118103,0.4952520430088043,1.4584228992462158,-0.4334923028945923,1.6019060611724854,-0.09378034621477127,0.697081446647644,-2.0501513481140137,0.16512459516525269,0.2491741180419922,1.205384612083435,-0.7261465787887573,0.5921069383621216,-0.3372214734554291,0.8029830455780029,0.750906229019165,0.029999999329447746,0,30.000001907348633,50.479026794433594,0,institution,0,0,us,0,0,0,1,48.400001525878906,0,"........Medical, precision and optical instruments, watches and clocks",38,384,2,0,1.0797712802886963,22,1,2.995732307434082,5.317043304443359
3,1994,29.598188400268555,0.1479680985212326,0,7.9952392578125,11.180023193359375,12.126319885253906,2.411764621734619,-0.7036410570144653,-1.047398328781128,-0.7481640577316284,-0.3571634590625763,-0.6069791913032532,-0.0528208389878273,-1.8172597885131836,-2.07936429977417,-2.1424472332000732,-1.0393133163452148,-0.46297726035118103,-0.45198318362236023,-0.45198318362236023,-0.4334923028945923,0.7334886789321899,-1.7959092855453491,-0.13879650831222534,-0.22743670642375946,-1.644203543663025,-0.6504567265510559,-1.906061053276062,0.21434588730335236,-0.31998756527900696,-1.3606481552124023,-1.2388105392456055,0.750906229019165,0,1,0,34.21074676513672,1,founder,1,1,us,0,0,0,1,0,1,....Rubber and plastics products,30,308,0,1,0.8989995718002319,34,1,NA,6.348147869110107
4,1994,28.312088012695312,0.0964539498090744,0,8.113725662231445,11.071983337402344,12.452311515808105,3.75,0.4956549108028412,0.511967122554779,0.521470844745636,0.7260785698890686,0.3476720154285431,0.17520278692245483,0.36821484565734863,0.5444589257240295,0.5412489771842957,0.6811984181404114,-0.006951229181140661,0.4952520430088043,0.5283860564231873,0.973210871219635,1.6019060611724854,0.7572841048240662,-0.13879650831222534,0.6839206218719482,0.6174566149711609,0.2491741180419922,-0.09105103462934494,0.21434588730335236,0.13605967164039612,-0.3372214734554291,0.8029830455780029,0.750906229019165,0,0,40,30.32561683654785,0,family,0,0,us,0,0,0,1,46,0,Manufacturing nec,39,399,3,0,0.9228745102882385,90,1,NA,6.91400671005249
5,1994,37.17538833618164,0.04153156280517578,0,8.886242866516113,12.563362121582031,14.066671371459961,4.80555534362793,1.3728042840957642,1.4777384996414185,1.4452539682388306,1.2557681798934937,1.5959773063659668,1.3366193771362305,1.679499626159668,1.4190666675567627,1.435814380645752,1.5414543151855469,1.3611268997192383,1.4424872398376465,1.4584228992462158,1.4421119689941406,1.1676974296569824,1.1828163862228394,1.5329594612121582,1.139599323272705,1.522120714187622,1.5986204147338867,1.205384612083435,1.625084638595581,1.0481542348861694,1.7096318006515503,1.8238798379898071,1.8443495035171509,0,1,0,43.84600067138672,1,institution,0,0,us,0,0,0,1,0,1,"....Machinery and equipment, n.e.c.",35,351,3,0,0.9505476355552673,95,1,NA,6.899136066436768
6,1994,19.942119598388672,0.10507984459400177,0,7.428214073181152,9.87426471710205,11.692267417907715,2.8888888359069824,-0.3163713216781616,-0.481245219707489,-0.8748606443405151,0.06403054296970367,-0.36886993050575256,-0.0528208389878273,0.8053097724914551,0.5444589257240295,0.5412489771842957,-0.17905746400356293,-1.3750293254852295,-1.3992184400558472,-1.3316876888275146,-0.4334923028945923,-0.13492870330810547,0.7572841048240662,-0.13879650831222534,-0.22743670642375946,0.16512459516525269,-0.6504567265510559,0.16823610663414001,0.21434588730335236,-0.31998756527900696,-0.3372214734554291,-0.21791379153728485,-1.4359804391860962,0,0,15.000000953674316,39.651641845703125,0,institution,0,0,us,0,0,0,1,40,0,"....Machinery and equipment, n.e.c.",35,352,3,0,0.9139223694801331,35,1,NA,5.898684024810791
7,1994,16.058380126953125,0.3111838400363922,0,7.6304612159729,7.560601234436035,10.087058067321777,3.805555582046509,0.5331950783729553,0.6307278871536255,0.42691412568092346,1.0449002981185913,0.14325934648513794,0.18230228126049042,1.679499626159668,0.10715503990650177,0.5412489771842957,1.1113263368606567,-0.006951229181140661,0.4952520430088043,0.9934045076370239,0.03540874272584915,1.1676974296569824,0.7572841048240662,1.1150203943252563,1.139599323272705,0.6174566149711609,-0.6504567265510559,0.16823610663414001,0.6845921277999878,-0.31998756527900696,0.17449183762073517,0.29253461956977844,0.20418456196784973,0,1,0,12.94703197479248,1,institution,0,0,us,0,0,0,1,40,0,"....Machinery and equipment, n.e.c.",35,355,2,0,0.9477765560150146,26,1,NA,6.21129035949707
8,1994,20.035358428955078,0.12300519645214081,0,5.82304573059082,6.401916980743408,10.06313705444336,3.470588207244873,0.25738880038261414,0.19443915784358978,0.24601903557777405,0.07216539978981018,0.4543123245239258,-0.03862190246582031,0.8053097724914551,-0.330148845911026,0.5412489771842957,-0.17905746400356293,-0.46297726035118103,0.4952520430088043,0.5283860564231873,0.5043097734451294,0.7334886789321899,0.7572841048240662,-0.9746744632720947,-0.22743670642375946,0.16512459516525269,1.148805022239685,0.16823610663414001,1.1548383235931396,-1.2320821285247803,0.6862051486968994,0.8029830455780029,NA,0,1,0,57.81198501586914,1,institution,0,0,us,0,0,0,1,0,1,"........Radio, television and communication equipment",36,366,3,0,0.9888957738876343,20,1,NA,6.213133335113525
9,1994,37.64607620239258,0.0492824986577034,0,8.835646629333496,12.438045501708984,14.166316986083984,3.277777671813965,0.05242352932691574,0.33014118671417236,0.61083984375,0.06836877763271332,-0.23440571129322052,-0.06701982021331787,-0.06888008862733841,-0.330148845911026,0.5412489771842957,-0.17905746400356293,1.3611268997192383,0.4952520430088043,0.5283860564231873,0.5043097734451294,0.7334886789321899,-0.09378034621477127,-0.13879650831222534,-0.22743670642375946,0.16512459516525269,0.2491741180419922,0.16823610663414001,-0.7261465787887573,0.5921069383621216,-1.3606481552124023,-0.21791379153728485,-0.3425371050834656,0,0,10,46.4879150390625,0,family,0,0,us,0,0,0,1,40.5,0,....Food products and beverages,20,208,0,1,0.8833841681480408,134,1,NA,7.209029674530029
10,1994,20.34917640686035,0.036104582250118256,0,7.6061882972717285,11.667901992797852,12.753841400146484,3.6111111640930176,0.3562179505825043,0.5829453468322754,0.6178764700889587,0.27733826637268066,0.17456471920013428,0.887671709060669,0.8053097724914551,-0.330148845911026,0.5412489771842957,0.6811984181404114,0.44907480478286743,1.4424872398376465,0.5283860564231873,0.5043097734451294,0.7334886789321899,-0.09378034621477127,0.697081446647644,-0.22743670642375946,0.16512459516525269,0.2491741180419922,0.16823610663414001,2.0953309535980225,-0.31998756527900696,0.6862051486968994,-0.21791379153728485,-1.4359804391860962,0.05000000074505806,0,45,37.00406265258789,0,institution,0,0,us,0,0,0,1,41.5,0,........Non-ferrous metals,33,333,3,0,0.8713704347610474,73,1,NA,6.783429145812988
